,Song Title,Artist,Year,Position
84,"Goodbye, Jimmy, Goodbye",Kathy Linden,1959,85
85,Manhattan Spiritual,Reg Owens Orch.,1959,86
86,Endlessly,Brook Benton,1959,87
87,Heartaches By The Number,Guy Mitchell,1959,88
88,Sea Cruise,Frankie Ford,1959,89
89,That's Why,Jackie Wilson,1959,90
90,You're So Fine,Falcons,1959,91
91,Kissin' Time,Bobby Rydell,1959,92
92,My Wish Came True,Elvis Presley,1959,93
93,Morgen,Ivo Robic,1959,94
94,Baby Talk,Jan and Dean,1959,95
95,Bongo Rock,Preston Epps,1959,96
96,Take A Message To Mary,Everly Brothers,1959,97
97,Battle Hymn Of The Republic,Mormon Tabernacle Choir,1959,98
98,In The Mood,Ernie Fields Orchestra,1959,99
99,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and The Curls,1959,100
0,"Theme From ""A Summer Place""",Percy Faith,1960,1
1,He'll Have To Go,Jim Reeves,1960,2
2,Cathy's Clown,Everly Brothers,1960,3
3,Running Bear,Johnny Preston,1960,4
4,Teen Angel,Mark Dinning,1960,5
5,I'm Sorry,Brenda Lee,1960,6
6,It's Now Or Never,Elvis Presley,1960,7
7,Handy Man,Jimmy Jones,1960,8
8,Stuck On You,Elvis Presley,1960,9
9,The Twist,Chubby Checker,1960,10
10,Everybody's Somebody's Fool,Connie Francis,1960,11
11,Wild One,Bobby Rydell,1960,12
12,Greenfields,Brothers Four,1960,13
13,What In The World's Come Over You,Jack Scott,1960,14
14,El Paso,Marty Robbins,1960,15
15,Alley Oop,Hollywood Argyles,1960,16
16,My Heart Has A Mind Of Its Own,Connie Francis,1960,17
17,Sweet Nothin's,Brenda Lee,1960,18
18,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,1960,19
19,Only The Lonely,Roy Orbison,1960,20
20,Where Or When,Dion and The Belmonts,1960,21
21,Sixteen Reasons,Connie Stevens,1960,22
22,Puppy Love,Paul Anka,1960,23
23,Why,Frankie Avalon,1960,24
24,"Walk, Dont Run",Ventures,1960,25
25,Save The Last Dance For Me,Drifters,1960,26
26,Baby (You Got What It Takes),Brook Benton and Dinah Washington,1960,27
27,Sink The Bismark,Johnny Horton,1960,28
28,Chain Gang,Sam Cooke,1960,29
29,Let It Be Me,Everly Brothers,1960,30
30,Good Timin',Jimmy Jones,1960,31
31,Beyond The Sea,Bobby Darin,1960,32
32,Go Jimmy Go,Jimmy Clanton,1960,33
33,Night,Jackie Wilson,1960,34
34,Burning Bridges,Jack Scott,1960,35
35,The Big Hurt,Toni Fisher,1960,36
36,Because They're Young,Duane Eddy,1960,37
37,Lonely Blue Boy,Conway Twitty,1960,38
38,Pretty Blue Eyes,Steve Lawrence,1960,39
39,Way Down Yonder In New Orleans,Freddie Cannon,1960,40
40,Paper Roses,Anita Bryant,1960,41
41,Mr. Custer,Larry Verne,1960,42
42,I Want To Be Wanted,Brenda Lee,1960,43
43,Mule Skinner Blues,Fendermen,1960,44
44,Cradle Of Love,Johnny Preston,1960,45
45,You've Got What It Takes,Marv Johnson,1960,46
46,"Please Help Me, I'm Falling",Hank Locklin,1960,47
47,Love You So,Ron Holden,1960,48
48,Finger Poppin' Time,Hank Ballard and The Midnighters,1960,49
49,Harbor Lights,Platters,1960,50
50,Let The Little Girl Dance,Billy Bland,1960,51
51,He'll Have To Stay,Jeanne Black,1960,52
52,Theme From The Apartment,Ferrante and Teicher,1960,53
53,Volare (Nel Blu Dipinto Di Blu),Bobby Rydell,1960,54
54,A Million To One,Jimmy Charles,1960,55
55,The Village Of St. Bernadette,Andy Williams,1960,56
56,The Old Lamplighter,Browns,1960,57
57,White Silver Sands,Bill Black's Combo,1960,58
58,Devil Or Angel,Bobby Vee,1960,59
59,Down By The Station,Four Preps,1960,60
60,Forever,Little Dippers,1960,61
61,Image Of A Girl,Safaris and The Phantom's Band,1960,62
62,Kiddio,Brook Benton,1960,63
63,Mission Bell,Donnie Brooks,1960,64
64,I Love The Way You Love,Marv Johnson,1960,65
65,It's Time To Cry,Paul Anka,1960,66
66,Tell Laura I Love Her,Ray Peterson,1960,67
67,Mama,Connie Francis,1960,68
68,Footsteps,Steve Lawrence,1960,69
69,So Sad,Everly Brothers,1960,70
70,That's All You Gotta Do,Brenda Lee,1960,71
71,Walking To New Orleans,Fats Domino,1960,72
72,Among My Souvenirs,Connie Francis,1960,73
73,Swingin' School,Bobby Rydell,1960,74
74,A Rockin' Good Way,Dinah Washington and Brook Benton,1960,75
75,Stairway To Heaven,Neil Sedaka,1960,76
76,My Home Town,Paul Anka,1960,77
77,Georgia On My Mind,Ray Charles,1960,78
78,Cherry Pie,Skip and Flip,1960,79
79,Wonderful World,Sam Cooke,1960,80
80,Tracy's Theme,Spencer Ross,1960,81
81,Lady Luck,Lloyd Price,1960,82
82,Step By Step,Crests,1960,83
83,Happy-Go-Lucky Me,Paul Evans,1960,84
84,Young Emotions,Ricky Nelson,1960,85
85,Dreamin',Johnny Burnette,1960,86
86,Poetry In Motion,Johnny Tillotson,1960,87
87,O Dio Mio,Annette,1960,88
88,You Talk Too Much,Joe Jones,1960,89
89,Beatnik Fly,Johnny and The Hurricanes,1960,90
90,When Will I Be Loved,Everly Brothers,1960,91
91,Let's Think About Livin',Bob Luman,1960,92
92,Heartaches By The Number,Guy Mitchell,1960,93
93,In My Little Corner Of The World,Anita Bryant,1960,94
94,Doggin' Around,Jackie Wilson,1960,95
95,Little Bitty Girl,Bobby Rydell,1960,96
96,Money,Barret Strong,1960,97
97,Stay,Maurice Williams,1960,98
98,Lonely Weekends,Charlie Rich,1960,99
99,Sandy,Larry Hall,1960,100
0,Tossin' And Turnin',Bobby Lewis,1961,1
1,I Fall To Pieces,Patsy Cline,1961,2
2,Michael,Highwaymen,1961,3
3,Cryin',Roy Orbison,1961,4
4,Runaway,Del Shannon,1961,5
5,My True Story,Jive Five,1961,6
6,Pony Time,Chubby Checker,1961,7
7,Wheels,String-a-longs,1961,8
8,Raindrops,Dee Clark,1961,9
9,Wooden Heart (Muss I Denn),Joe Dowell,1961,10
10,Calcutta,Lawrence Welk,1961,11
11,Take Good Care Of My Baby,Bobby Vee,1961,12
12,Running Scared,Roy Orbison,1961,13
13,Dedicated To The One I Love,Shirelles,1961,14
14,Last Night,Mar-Keys,1961,15
15,Will You Love Me Tomorrow,Shirelles,1961,16
16,Exodus,Ferrante and Teicher,1961,17
17,Where The Boys Are,Connie Francis,1961,18
18,Hit The Road Jack,Ray Charles,1961,19
19,Sad Movies (Make Me Cry),Sue Thompson,1961,20
20,Mother-In-Law,Ernie K-Doe,1961,21
21,Bristol Stomp,Dovells,1961,22
22,Travelin' Man,Ricky Nelson,1961,23
23,Shop Around,Miracles,1961,24
24,The Boll Weevil Song,Brook Benton,1961,25
25,A Hundred Pounds Of Clay,Gene Mcdaniels,1961,26
26,The Mountain's High,Dick and Deedee,1961,27
27,Don't Worry,Marty Robbins,1961,28
28,On The Rebound,Floyd Cramer,1961,29
29,Portrait Of My Love,Steve Lawrence,1961,30
30,Quarter To Three,"Gary ""U.S."" Bonds",1961,31
31,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,1961,32
32,Calendar Girl,Neil Sedaka,1961,33
33,I Like It Like That,Chris Kenner,1961,34
34,Apache,Jorgen Ingmann,1961,35
35,Don't Bet Money Honey,Linda Scott,1961,36
36,Without You,Johnny Tillotson,1961,37
37,Wings Of A Dove,Ferlin Husky,1961,38
38,Little Sister,Elvis Presley,1961,39
39,Blue Moon,Marcels,1961,40
40,Daddy's Home,Shep and The Limelites,1961,41
41,This Time,Troy Shondell,1961,42
42,I Don't Know Why But I Do,"Clarence ""Frog Man"" Henry",1961,43
43,Asia Minor,Kokomo,1961,44
44,Hello Walls,Faron Young,1961,45
45,Runaround Sue,Dion,1961,46
46,Yellow Bird,Arthur Lyman,1961,47
47,Hurt,Timi Yuro,1961,48
48,Hello Mary Lou,Ricky Nelson,1961,49
49,There's A Moon Out Tonight,Capris,1961,50
50,Surrender,Elvis Presley,1961,51
51,I Love How You Love Me,Paris Sisters,1961,52
52,Ya Ya,Lee Dorsey,1961,53
53,School Is Out,"Gary ""U.S."" Bonds",1961,54
54,Mexico,Bob Moore,1961,55
55,You Don't Know What You've Got (Until You Lose It),Ral Donner,1961,56
56,Walk Right Back,Everly Brothers,1961,57
57,The Way You Look Tonight,Lettermen,1961,58
58,Moody River,Pat Boone,1961,59
59,One Mint Julep,Ray Charles,1961,60
60,Take Good Care Of Her,Adam Wade,1961,61
61,Gee Whiz (Look At His Eyes),Carla Thomas,1961,62
62,Stand By Me,Ben E. King,1961,63
63,Spanish Harlem,Ben E. King,1961,64
64,It's Gonna Work Out Fine,Ike and Tina Turner,1961,65
65,Baby Blue,Echoes,1961,66
66,Baby Sittin' Boogie,Buzz Clifford,1961,67
67,Hats Off To Larry,Del Shannon,1961,68
68,Those Oldies But Goodies,Caesar and The Romans,1961,69
69,The Fly,Chubby Checker,1961,70
70,(Marie's The Name) His Latest Flame,Elvis Presley,1961,71
71,Wonderland By Night,Bert Kaempfert and His Orch.,1961,72
72,Bless You,Tony Orlando,1961,73
73,I've Told Every Little Star,Linda Scott,1961,74
74,One Track Mind,Bobby Lewis,1961,75
75,Angel Baby,Rosie and The Originals,1961,76
76,Pretty Little Angel Eyes,Curtis Lee,1961,77
77,Think Twice,Brook Benton,1961,78
78,Does Your Chewing Gum Lose Its Flavor (On The Bedpost Overnight),Lonnie Donegan,1961,79
79,Breakin' In A Brand New Broken Heart,Connie Francis,1961,80
80,Mama Said,Shirelles,1961,81
81,Let The Four Winds Blow,Fats Domino,1961,82
82,The Writing On The Wall,Adam Wade,1961,83
83,My Kind Of Girl,Matt Monroe,1961,84
84,"Tonight My Love, Tonight",Paul Anka,1961,85
85,Big Bad John,Jimmy Dean,1961,86
86,Good Time Baby,Bobby Rydell,1961,87
87,San Antonio Rose,Floyd Cramer,1961,88
88,Rubber Ball,Bobby Vee,1961,89
89,Missing You,Ray Peterson,1961,90
90,Dum Dum,Brenda Lee,1961,91
91,I'm Gonna Knock On Your Door,Eddie Hodges,1961,92
92,You Can Depend On Me,Brenda Lee,1961,93
93,Let's Twist Again,Chubby Checker,1961,94
94,Take Five,Dave Brubeck,1961,95
95,Are You Lonesome Tonight,Elvis Presley,1961,96
96,Sea Of Heartbreak,Don Gibson,1961,97
97,More Money For You And Me Medley,Four Preps,1961,98
98,You Must Have Been A Beautiful Baby,Bobby Darin,1961,99
99,Please Stay,Drifters,1961,100
0,Stranger On The Shore,Mr. Acker Bilk,1962,1
1,I Can't Stop Loving You,Ray Charles,1962,2
2,Mashed Potato Time,Dee Dee Sharp,1962,3
3,Roses Are Red (My Love),Bobby Vinton,1962,4
4,The Stripper,David Rose,1962,5
5,Johnny Angel,Shelley Fabares,1962,6
6,The Loco-Motion,Little Eva,1962,7
7,Let Me In,Sensations,1962,8
8,The Twist,Chubby Checker,1962,9
9,Soldier Boy,Shirelles,1962,10
10,Hey! Baby,Bruce Channel,1962,11
11,The Wanderer,Dion,1962,12
12,Duke Of Earl,Gene Chandler,1962,13
13,Palisades Park,Freddy Cannon,1962,14
14,Breaking Up Is Hard To Do,Neil Sedaka,1962,15
15,Wolverton Mountain,Claude King,1962,16
16,Slow Twistin',Chubby Checker,1962,17
17,It Keeps Right On a-Hurtin',Johnny Tillotson,1962,18
18,The One Who Really Loves You,Mary Wells,1962,19
19,Good Luck Charm,Elvis Presley,1962,20
20,Midnight In Moscow,Kenny Ball,1962,21
21,Sheila,Tommy Roe,1962,22
22,Twistin' The Night Away,Sam Cooke,1962,23
23,Wah-Watusi,Orlons,1962,24
24,Peppermint Twist,Joey Dee and The Starlighters,1962,25
25,Break It To Me Gently,Brenda Lee,1962,26
26,Playboy,Marvelettes,1962,27
27,Ramblin' Rose,Nat King Cole,1962,28
28,Sealed With A Kiss,Brian Hyland,1962,29
29,She Cried,Jay and The Americans,1962,30
30,Don't Break The Heart That Loves You,Connie Francis,1962,31
31,Dear Lady Twist,Gary U.S. Bonds,1962,32
32,Norman,Sue Thompson,1962,33
33,Love Letters,Ketty Lester,1962,34
34,Party Lights,Claudine Clark,1962,35
35,Cotton Fields,Highwaymen,1962,36
36,Alley Cat,Bent Fabric,1962,37
37,Twist And Shout,Isley Brothers,1962,38
38,Theme From Dr. Kildare,Richard Chamberlain,1962,39
39,Tuff,Ace Cannon,1962,40
40,"Lover, Please",Clyde Mcphatter,1962,41
41,I Know,Barbara George,1962,42
42,Young World,Rick Nelson,1962,43
43,Baby It's You,Shirelles,1962,44
44,Speedy Gonzales,Pat Boone,1962,45
45,A Little Bitty Tear,Burl Ives,1962,46
46,Crying In The Rain,Everly Brothers,1962,47
47,Al Di La',Emillo Pericoli,1962,48
48,Shout! Shout! (Knock Yourself Out),Ernie Maresca,1962,49
49,What's Your Name,Don and Juan,1962,50
50,Smoky Places,Corsairs,1962,51
51,Having A Party,Sam Cooke,1962,52
52,Green Onions,Booker T and The MG's,1962,53
53,You Don't Know Me,Ray Charles,1962,54
54,Sherry,Four Seasons,1962,55
55,Johnny Get Angry,Joanie Sommers,1962,56
56,Can't Help Falling In Love,Elvis Presley,1962,57
57,Shout,Joey Dee,1962,58
58,Rinky Dink,"Dave ""Baby"" Cortez",1962,59
59,Moon River,Henry Mancini,1962,60
60,Ahab The Arab,Ray Stevens,1962,61
61,Things,Bobby Darin,1962,62
62,The Man Who Shot Liberty Valance,Gene Pitney,1962,63
63,You Belong To Me,Duprees,1962,64
64,Dream Baby,Roy Orbison,1962,65
65,Snap Your Fingers,Joe Henderson,1962,66
66,Lovers Who Wander,Dion,1962,67
67,Let's Dance,Chris Montez,1962,68
68,Cindy's Birthday,Johnny Crawford,1962,69
69,You Beat Me To The Punch,Mary Wells,1962,70
70,You'll Lose A Good Thing,Barbara Lynn,1962,71
71,Uptown,Crystals,1962,72
72,Everybody Loves Me But You,Brenda Lee,1962,73
73,Patches,Dickie Lee,1962,74
74,Venus In Blue Jeans,Jimmy Clanton,1962,75
75,Love Me Warm And Tender,Paul Anka,1962,76
76,Teen Age Idol,Rick Nelson,1962,77
77,She's Got You,Patsy Cline,1962,78
78,Dear One,Larry Finnegan,1962,79
79,Her Royal Majesty,James Darren,1962,80
80,Old Rivers,Walter Brennan,1962,81
81,Funny Way Of Laughin',Burl Ives,1962,82
82,A Swingin' Safari,Billy Vaughn,1962,83
83,Tell Me,Dick and Deedee,1962,84
84,P.T. 109,Jimmy Dean,1962,85
85,Little Diane,Dion,1962,86
86,Percolator (Twist),Billy Joe and The Checkmates,1962,87
87,"Twist, Twist Senora",Gary U.S. Bonds,1962,88
88,Twistin' Matilda,Jimmy Soul,1962,89
89,Gravy,Dee Dee Sharp,1962,90
90,Walk On The Wild Side,Jimmy Smith,1962,91
91,Soul Twist,King Curtis,1962,92
92,I'll Never Dance Again,Bobby Rydell,1962,93
93,I'm Blue,Ikettes,1962,94
94,Where Have All The Flowers Gone,Kingston Trio,1962,95
95,"(Girls, Girls, Girls) Were Made To Love",Eddie Hodges,1962,96
96,Town Without Pity,Gene Pitney,1962,97
97,If I Had A Hammer,"Peter, Paul and Mary",1962,98
98,I Wish That We Were Married,Ronnie and The Hi-lites,1962,99
99,Surfin' Safari,Beach Boys,1962,100
0,Sugar Shack,Jimmy Gilmer and The Fireballs,1963,1
1,Surfin' U.S.A.,Beach Boys,1963,2
2,The End Of The World,Skeeter Davis,1963,3
3,Rhythm Of The Rain,Cascades,1963,4
4,He's So Fine,Chiffons,1963,5
5,Blue Velvet,Bobby Vinton,1963,6
6,Hey Paula,Paul and Paula,1963,7
7,Fingertips II,Little Stevie Wonder,1963,8
8,Washington Square,Village Stompers,1963,9
9,It's All Right,Impressions,1963,10
10,Can't Get Used To Losing You,Andy Williams,1963,11
11,My Boyfriend's Back,Angels,1963,12
12,Sukiyaki,Kyu Sakamoto,1963,13
13,She's A Fool,Lesley Gore,1963,14
14,So Much In Love,Tymes,1963,15
15,Puff (The Magic Dragon),"Peter, Paul and Mary",1963,16
16,Blowin' In The Wind,"Peter, Paul and Mary",1963,17
17,I'm Leaving It Up To You,Dale and Grace,1963,18
18,Deep Purple,Nino Tempo and April Stevens,1963,19
19,Wipe Out,Surfaris,1963,20
20,I Love You Because,Al Martino,1963,21
21,Wild Weekend,Rebels,1963,22
22,You're The Reason I'm Living,Bobby Darin,1963,23
23,Walk Like A Man,Four Seasons,1963,24
24,Mockingbird,Inez Foxx,1963,25
25,I Will Follow Him,Little Peggy March,1963,26
26,Pipeline,Chantays,1963,27
27,Surf City,Jan and Dean,1963,28
28,It's My Party,Lesley Gore,1963,29
29,Blame It On The Bossa Nova,Eydie Gorme,1963,30
30,You Can't Sit Down,Dovells,1963,31
31,Heat Wave,Martha and The Vandellas,1963,32
32,Denise,Randy and The Rainbows,1963,33
33,Walk Right In,Rooftop Singers,1963,34
34,If You Wanna Be Happy,Jimmy Soul,1963,35
35,Surfer Girl,Beach Boys,1963,36
36,If I Had A Hammer,Trini Lopez,1963,37
37,Everybody,Tommy Roe,1963,38
38,Easier Said Than Done,Essex,1963,39
39,Ruby Baby,Dion,1963,40
40,Maria Elena,Los Indios Tabajaras,1963,41
41,Our Day Will Come,Ruby and The Romantics,1963,42
42,I Can't Stay Mad At You,Skeeter Davis,1963,43
43,"Hello, Stranger",Barbara Lewis,1963,44
44,Be My Baby,Ronettes,1963,45
45,Mean Woman Blues,Roy Orbison,1963,46
46,South Street,Orlons,1963,47
47,Days Of Wine And Roses,Henry Mancini,1963,48
48,The Monkey Time,Major Lance,1963,49
49,Candy Girl,Four Seasons,1963,50
50,Still,Bill Anderson,1963,51
51,Blue On Blue,Bobby Vinton,1963,52
52,Cry Baby,Garnet Mimms and The Enchanters,1963,53
53,Two Faces Have I,Lou Christie,1963,54
54,Busted,Ray Charles,1963,55
55,Da Doo Ron Ron,Crystals,1963,56
56,Foolish Little Girl,Shirelles,1963,57
57,Memphis,Lonnie Mack,1963,58
58,In Dreams,Roy Orbison,1963,59
59,More,Kai Winding,1963,60
60,Fools Rush In,Rick Nelson,1963,61
61,Losing You,Brenda Lee,1963,62
62,Our Winter Love,Bill Pursell,1963,63
63,I Wanna Be Around,Tony Bennett,1963,64
64,You've Really Got A Hold On Me,Miracles,1963,65
65,Sally Go 'Round The Roses,Jaynetts,1963,66
66,Little Red Rooster,Sam Cooke,1963,67
67,Then He Kissed Me,Crystals,1963,68
68,(You're The) Devil In Disguise,Elvis Presley,1963,69
69,Those Lazy Hazy Crazy Days Of Summer,Nat King Cole,1963,70
70,Baby Workout,Jackie Wilson,1963,71
71,Pride And Joy,Marvin Gaye,1963,72
72,Walking The Dog,Rufus Thomas,1963,73
73,From A Jack To A King,Ned Miller,1963,74
74,Up On The Roof,Drifters,1963,75
75,What Will My Mary Say,Johnny Mathis,1963,76
76,Mama Didn't Lie,Jan Bradley,1963,77
77,The Night Has A Thousand Eyes,Bobby Vee,1963,78
78,Don't Say Nothin' Bad About My Baby,Cookies,1963,79
79,Ring Of Fire,Johnny Cash,1963,80
80,Just One Look,Doris Troy,1963,81
81,"Hello Muddah, Hello Fadduh! (A Letter From Camp)",Allan Sherman,1963,82
82,Judy's Turn To Cry,Lesley Gore,1963,83
83,"Tie Me Kangaroo Down, Sport",Rolf Harris,1963,84
84,Mickey's Monkey,Miracles,1963,85
85,"Donna, The Prima Donna",Dion,1963,86
86,"That Sunday, That Summer",Nat King Cole,1963,87
87,Another Saturday Night,Sam Cooke,1963,88
88,"Painted, Tainted Rose",Al Martino,1963,89
89,(Down At) Papa Joe's,Dixiebelles With Cornbread and Jerry,1963,90
90,Go Away Little Girl,Steve Lawrence,1963,91
91,Take These Chains From My Heart,Ray Charles,1963,92
92,Talk To Me,Sunny and The Sunglows,1963,93
93,Come And Get These Memories,Martha and The Vandellas,1963,94
94,Bossa Nova Baby,Elvis Presley,1963,95
95,Do The Bird,Dee Dee Sharp,1963,96
96,Shut Down,Beach Boys,1963,97
97,One Fine Day,Chiffons,1963,98
98,500 Miles Away From Home,Bobby Bare,1963,99
99,Little Town Flirt,Del Shannon,1963,100
0,I Want To Hold Your Hand,Beatles,1964,1
1,She Loves You,Beatles,1964,2
2,"Hello, Dolly!",Louis Armstrong,1964,3
3,"Oh, Pretty Woman",Roy Orbison,1964,4
4,I Get Around,Beach Boys,1964,5
5,Everybody Loves Somebody,Dean Martin,1964,6
6,My Guy,Mary Wells,1964,7
7,We'll Sing In The Sunshine,Gale Garnett,1964,8
8,Last Kiss,J. Frank Wilson and The Cavaliers,1964,9
9,Where Did Our Love Go,Supremes,1964,10
10,People,Barbara Streisand,1964,11
11,Java,Al Hirt,1964,12
12,A Hard Day's Night,Beatles,1964,13
13,Love Me Do,Beatles,1964,14
14,Do Wah Diddy Diddy,Manfred Mann,1964,15
15,Please Please Me,Beatles,1964,16
16,Dancing In The Street,Martha and The Vandellas,1964,17
17,Little Children,Billy J. Kramer and The Dakotas,1964,18
18,Love Me With All Your Heart,Ray Charles Singers,1964,19
19,Under The Boardwalk,Drifters,1964,20
20,Chapel Of Love,Dixie Cups,1964,21
21,Suspicion,Terry Stafford,1964,22
22,Glad All Over,Dave Clark Five,1964,23
23,Rag Doll,Four Seasons,1964,24
24,Dawn (Go Away),Four Seasons,1964,25
25,Bread And Butter,Newbeats,1964,26
26,It Hurts To Be In Love,Gene Pitney,1964,27
27,Dead Man's Curve,Jan and Dean,1964,28
28,Come A Little Bit Closer,Jay and The Americans,1964,29
29,A World Without Love,Peter and Gordon,1964,30
30,Have I The Right?,Honeycombs,1964,31
31,Don't Let The Rain Come Down (Crooked Little Man),Serendipity Singers,1964,32
32,Baby Love,Supremes,1964,33
33,Let It Be Me,Betty Everett and Jerry Butler,1964,34
34,Wishin' And Hopin',Dusty Springfield,1964,35
35,You Don't Own Me,Lesley Gore,1964,36
36,Walk On By,Dionne Warwick,1964,37
37,The House Of The Rising Sun,Animals,1964,38
38,G.T.O.,Ronny and The Daytona,1964,39
39,Twist And Shout,Beatles,1964,40
40,Memphis,Johnny Rivers,1964,41
41,White On White,Danny Williams,1964,42
42,Hey Little Cobra,Rip Chords,1964,43
43,The Shoop Shoop Song (It's In His Kiss),Betty Everett,1964,44
44,Bits And Pieces,Dave Clark Five,1964,45
45,My Boy Lollipop,Millie Small,1964,46
46,"Um, Um, Um, Um, Um, Um",Major Lance,1964,47
47,The Little Old Lady,Jan and Dean,1964,48
48,Don't Let The Sun Catch You Crying,Gerry and The Pacemakers,1964,49
49,A Summer Song,Chad and Jeremy,1964,50
50,The Girl From Ipanema,Stan Getz and Astrud Gilberto,1964,51
51,Can't Buy Me Love,Beatles,1964,52
52,Remember (Walkin' In The Sand),Shangri-Las,1964,53
53,C'mon And Swim,Bobby Freeman,1964,54
54,Do You Want To Know A Secret,Beatles,1964,55
55,Keep On Pushing,Impressions,1964,56
56,Baby I Need Your Loving,Four Tops,1964,57
57,Navy Blue,Diane Renay,1964,58
58,Diane,Bachelors,1964,59
59,Out Of Limits,Marketts,1964,60
60,Little Honda,Hondells,1964,61
61,See The Funny Little Clown,Bobby Goldsboro,1964,62
62,Because,Dave Clark Five,1964,63
63,(Just Like) Romeo And Juliet,Reflections,1964,64
64,For You,Rick Nelson,1964,65
65,Today,New Christy Minstrels,1964,66
66,Can't You See That She's Mine,Dave Clark Five,1964,67
67,Leader Of The Pack,Shangri-Las,1964,68
68,Funny,Joe Hinton,1964,69
69,The Way You Do The Things You Do,Temptations,1964,70
70,Anyone Who Had A Heart,Dionne Warwick,1964,71
71,I Love You More And More Every Day,Al Martino,1964,72
72,It's Over,Roy Orbison,1964,73
73,Ronnie,Four Seasons,1964,74
74,Surfin' Bird,Trashmen,1964,75
75,What Kind Of Fool (Do You Think I Am),Tams,1964,76
76,The Door Is Still Open To My Heart,Dean Martin,1964,77
77,You Really Got Me,Kinks,1964,78
78,The Shelter Of Your Arms,Sammy Davis Jr.,1964,79
79,I'm So Proud,Impressions,1964,80
80,I Wanna Love Him So Bad,Jelly Beans,1964,81
81,Chug-a-lug,Roger Miller,1964,82
82,Dang Me,Roger Miller,1964,83
83,Cotton Candy,Al Hirt,1964,84
84,(You Don't Know) How Glad I Am,Nancy Wilson,1964,85
85,Money,Kingsmen,1964,86
86,Don't Throw Your Love Away,Searchers,1964,87
87,Hi-heel Sneakers,Tommy Tucker,1964,88
88,How Do You Do It!,Gerry and The Pacemakers,1964,89
89,Walk Don't Run '64,Ventures,1964,90
90,Do You Love Me,Dave Clark Five,1964,91
91,Shangri-La,"Robert Maxwell, His Harp and Orch.",1964,92
